,SPX,VIX,PE_Ratio,CAPE_or_Earnings_Ratio_P_E10,The_Buffett_Indicator,Dividend_Yield,T10Y2Y,GDP_YoY_USA,Unemployment_USA,Inflation_Rate,FEDFUNDS,SPX_return,SPX_volatility,VIX_SPX_ratio,margin_debt_to_market,CREDIT_GAP,AAII_sentiment,composite_bubble_score,composite_bubble_score_smooth,valuation_risk_score,dynamics_risk_score,credit_risk_score,macro_risk_score,sentiment_risk_score,The_Buffett_Indicator_pct_rank,CAPE_or_Earnings_Ratio_P_E10_pct_rank,PE_Ratio_pct_rank,Dividend_Yield_pct_rank,VIX_pct_rank,margin_debt_to_market_pct_rank,T10Y2Y_pct_rank,composite_bubble_score_pct_rank,bubble_risk_level
1990-11-01,331.3126731613316,22.591771527135766,18.136734049648016,21.42971128511752,0.9051719058896994,0.02380884157416736,1.551942333906784,4.122123237670751,0.06087414405339008,0.027516691218658677,0.04656408558557627,0.00043819134398259685,0.00011301438177557667,0.0681886729884757,0.026206481581057147,1.4577692059356908,0.5690450978580822,0.5358133406064782,0.6312046735380403,0.1568367024824008,0.0011301438177557667,0.5241296316211429,0.7732974054936113,0.5690450978580822,0.5129097093382807,0.7041589363017935,0.7280457637600495,0.3208101422387137,0.6365182436611008,0.6876159554730983,0.9100185528756958,0.5126777983920842,High
1990-12-01,336.25109018776203,20.65804493017639,19.461702875961425,20.537067801232677,1.0077209296950271,0.024931307361778985,1.7898339587488068,3.683362222149238,0.05811551134828313,0.03295009932546403,0.04634568311810126,0.0005044169633843243,8.919369564256694e-05,0.06143636565948671,0.024738512025200016,2.6536557855587444,0.5792366541300374,0.690761927084603,0.6635002248451178,0.22308514379807126,0.0008919369564256694,0.4947702405040003,0.784915629524551,0.5792366541300374,0.6089981447124304,0.6528293135435993,0.8651051329622759,0.3708256029684601,0.5003092145949288,0.6192022263450835,0.9898732220160792,0.8297773654916512,High
1991-01-01,340.94120352339564,17.191804449912826,18.160314987529343,21.43986556096796,0.9498160210041011,0.023375606429241972,1.5118637663185992,3.9621885338376535,0.058642722503084915,0.03061885990326981,0.05176032627534623,0.00032953349967890233,0.00011597958299995018,0.0504245432122818,0.026419275242040033,1.329101074964859,0.7026268180400685,0.6537300998219537,0.6677927921457508,0.15801574937646717,0.0011597958299995018,0.5283855048408006,0.7932959253444992,0.7026268180400685,0.5534168212739641,0.704700061842919,0.7311379097093382,0.30156153370439087,0.27728818800247373,0.6978200371057514,0.8886054421768708,0.7460575139146568,High
1991-02-01,344.4258932136346,18.429017894783264,19.27122079513133,22.06999901406969,0.9311887719598679,0.02317625722288305,1.7078987086940112,3.867990376688465,0.05793004218313982,0.025698545180093978,0.04711601860229689,0.00044267665906883025,0.00011303871055476894,0.05350648211385323,0.026932431478035514,1.5411704356778064,0.23857864263903505,0.787763241851202,0.6840090737854088,0.21356103975656654,0.0011303871055476894,0.5386486295607102,0.7980021791983933,0.23857864263903505,0.5378787878787878,0.7443568336425479,0.844078540507112,0.29143475572047,0.36363636363636365,0.7269635126777984,0.9744124922696351,0.9617346938775511,Critical
1991-03-01,347.01998269817153,15.80669559641217,20.723673321542005,21.113116067550752,1.0079161799736291,0.023467191955253663,1.3038111434439659,2.9978890107129805,0.05723819487428521,0.02842884647255176,0.04933492904156819,0.00020022472217329224,8.426637380828471e-05,0.04554981379893734,0.025671549571973328,0.9989021805576769,0.28400612282160365,0.5748127909524094,0.6612811824075927,0.2861836660771003,0.0008426637380828471,0.5134309914394666,0.7999883411564912,0.28400612282160365,0.6095392702535559,0.6859925788497218,0.9667594310451453,0.30604514533085964,0.1510513296227582,0.6606369820655535,0.7353896103896104,0.5839517625231911,High
1991-04-01,347.9153382510538,16.943262435115642,21.574407754336576,21.607782242351796,1.0420915064567466,0.02367261866226325,1.3108765251128094,3.4123606708451057,0.06259322372368893,0.029854049883250484,0.0511767695107857,-7.13606513198517e-05,0.00010471455522259556,0.04869938336230947,0.028701482623790964,1.9061053789593636,0.21586106283576514,0.6324938474512946,0.6936691985577866,0.3287203877168288,0.0010471455522259557,0.5740296524758193,0.7986643364084098,0.21586106283576514,0.6471088435374149,0.7155225726654298,0.9942795299938157,0.31501236858379716,0.25827149041434755,0.8353432282003711,0.7417285095856524,0.6979746444032159,High
1991-05-01,347.8133569226722,16.010244963250887,19.252264155682095,22.410495603298724,1.0229362321261228,0.022742226929990415,1.360482905681633,2.450244657089839,0.06024183240446264,0.028871283676819334,0.046773099166042734,-3.6401558009435675e-05,0.00010867253581079721,0.0460311389559728,0.027747508964528416,1.5256711971673134,0.3938000115861633,0.6996348869287835,0.6837407411856444,0.21261320778410475,0.001086725358107972,0.5549501792905683,0.7939570310287599,0.3938000115861633,0.6253865182436611,0.7733457019171305,0.841991341991342,0.270021645021645,0.17316017316017315,0.777752009894867,0.780921459492888,0.8481756338899196,High
1991-06-01,346.6024541827352,13.80116446129251,19.73546005564582,22.992882007216828,1.054958857613879,0.022965539742279342,1.6913241658842582,2.099395147493123,0.06286718883272145,0.0348740743706301,0.04736800147540737,-0.0002046243546856008,8.711585457583774e-05,0.039818426830919906,0.028182268398768008,1.551753124901178,0.2425900083685328,0.6225374649779276,0.6874791272146831,0.23677300278229102,0.0008711585457583774,0.5636453679753601,0.7862199650173516,0.2425900083685328,0.6638837353123067,0.8229746444032159,0.8935528756957328,0.2815398886827458,0.015924551638837353,0.8048855905998763,0.9688466295609153,0.6763296227581942,High
1991-07-01,345.50451891448625,15.117702465451474,17.266520364528986,22.569666765079674,1.0544654694465845,0.021749956120224852,1.2093928498145257,2.0646699325136035,0.058815400782914626,0.023025622330732364,0.04941602022283762,-0.00027046327403301706,7.979486481310503e-05,0.04375544063200275,0.030211058572544986,2.6810660901913206,0.35410846762641845,0.6466013866777581,0.6979345874597894,0.11332601822644932,0.0007979486481310503,0.6042211714508997,0.7750257667886737,0.35410846762641845,0.6629560915275201,0.786178107606679,0.6532931354359925,0.20585961657390228,0.08758503401360544,0.9199907235621522,0.6591682127396413,0.7292053184910328,High
1991-08-01,344.9797873062061,15.941167002062476,21.18604591976294,22.185477320166722,1.078867767437513,0.02365165344044357,1.377887766686237,2.5514567204372014,0.0595433797517731,0.025953015114574082,0.04818842101794055,5.3801788289620234e-05,0.00011362215140836481,0.046208988435351435,0.028099628950005236,1.5448407023060113,0.30927859891050113,0.6873554369437405,0.6858888940471873,0.30930229598814696,0.0011362215140836482,0.5619925790001047,0.7607060338516312,0.30927859891050113,0.6954236239950525,0.754560915275201,0.985621521335807,0.31385281385281383,0.16504329004329005,0.7999381570810142,0.7922850958565244,0.8222016079158936,High
1991-09-01,345.1768333775472,19.206224986152524,21.496030394593397,23.001471825972054,1.017859759615832,0.019521076087420923,1.2376667470661407,1.9048869921313334,0.0555417491998488,0.023937940433414514,0.046170091891646566,3.9972338083948955e-07,9.801581398997341e-05,0.05564169761400284,0.032256248771695584,1.3950194052553564,0.24202637562502033,0.7090757068327294,0.7086484034816307,0.32480151972966986,0.000980158139899734,0.6451249754339117,0.7440253244143791,0.24202637562502033,0.6198979591836735,0.8234384662956091,0.9928880643166358,0.03486394557823129,0.41086889301175017,0.9833024118738405,0.6806586270871985,0.8671150278293135,Critical
1991-10-01,346.9172719919297,17.249186818715692,19.202202122843765,23.901734334544276,1.0389308404967368,0.022690077677540645,1.3051429285573803,1.2779180025776387,0.05561495785787047,0.02341367392619477,0.046454022874339876,0.00023429971091615265,0.00013813845358829878,0.04972132612387474,0.029855088583132322,2.0445166789107376,0.36747664341726877,0.7158121227634429,0.6848746079228248,0.21011010614218825,0.0013813845358829878,0.5971017716626464,0.7240622477030587,0.36747664341726877,0.6427025355596784,0.9344465058750773,0.8378942486085343,0.26716141001855287,0.2820037105751391,0.900974025974026,0.7362399505256648,0.8790197897340755,Critical
1991-11-01,349.6052620169679,19.138241861962342,18.357188252349708,24.95811929513964,1.0563811029002006,0.021142584767626062,1.0937577489494186,1.042099488923025,0.05529321491953646,0.025218780729894644,0.044500687729434475,0.00010919894095318128,0.00012055397122093234,0.05474243079623177,0.027252152315545532,1.5831095145402427,0.505576579808596,0.6190959286492983,0.6984138548211656,0.1678594126174854,0.0012055397122093235,0.5450430463109106,0.7023161213882936,0.505576579808596,0.6656617192331478,0.9980674087816945,0.7469078540507111,0.15862708719851576,0.40630797773654914,0.7466759431045146,0.5768398268398268,0.66852195423624,High
1991-12-01,353.25476069114535,20.87589226919903,19.198895400309713,23.25832446204898,1.1524698932786401,0.023289271741456074,1.4087583424323908,1.2727319054336472,0.056763863939191285,0.02178989295420422,0.045153732279852435,0.0002685540585165569,0.00011743577010691959,0.059095855434064655,0.032000096560226496,2.299192293080296,0.46915278307431213,0.7101078190462533,0.6874134642566017,0.20994477001548564,0.001174357701069196,0.64000193120453,0.6775857567419323,0.46915278307431213,0.8213512677798392,0.8532003710575139,0.8376623376623377,0.2979282622139765,0.514764996907854,0.9787414965986394,0.8147031539888683,0.8693568336425479,Critical
1992-01-01,357.45680124436444,21.204315167901516,19.453147302034257,24.154995833063406,1.0553869803344138,0.02043039710823091,1.3608742780056888,0.8012807444940215,0.057491001804935896,0.017250291048648333,0.04457975231879043,0.00036629983746072625,9.818182628807116e-05,0.059319937665435085,0.03103860365051862,1.7861922711685463,0.6029089947312405,0.6896519643492017,0.6880195575378139,0.22265736510171283,0.0009818182628807115,0.6207720730103724,0.6508372159337913,0.6029089947312405,0.6645021645021645,0.9602659245516388,0.8640228818800247,0.10057204700061843,0.535791589363018,0.9521490414347558,0.7811533704390847,0.8276901669758813,High
1992-02-01,360.201612046805,21.75398554220885,20.34952193088996,24.093254069381015,1.087313327139422,0.020468747484328937,1.1670712826584289,1.2113399798911597,0.05175762181274496,0.018914151785441726,0.04419580021143296,0.00026041615524330375,0.00010296536819623057,0.06039391500386209,0.028234624721970154,2.067329509860213,0.6450598639757202,0.7177824668565411,0.682976745734867,0.267476096544498,0.0010296536819623058,0.5646924944394031,0.6242563099465936,0.6450598639757202,0.7063234384662956,0.9544681508967223,0.9444959802102659,0.104282622139765,0.5741341991341992,0.8074366110080395,0.6246907854050712,0.8822665429808287,Critical
1992-03-01,362.2045961755028,24.389207531716234,17.53005362487693,23.52611583412974,1.1410069381163364,0.02148066367064543,1.2451371735308063,1.0503188885108037,0.052295740933118756,0.012718803635693967,0.048938595845769914,0.0002703402328225746,0.00011181687197064071,0.06733544463333832,0.028806617730877965,2.355076266574462,0.7886187208874594,0.6934717278940965,0.6896957566412946,0.12650268124384656,0.0011181687197064072,0.5761323546175593,0.5944824862186855,0.7886187208874594,0.7971552257266543,0.885899814471243,0.6757111935683364,0.18583797155225726,0.793908472479901,0.841295609152752,0.686456400742115,0.8354205318491033,High
1992-04-01,362.5892131555441,23.82718125259002,20.40224601115841,23.68024447945935,1.1151423626910224,0.019665040621769523,1.1366429594733152,0.9790421308965715,0.05023645485174559,0.01638234575494388,0.046583173441158136,-0.00024689161957902606,0.000114883961775077,0.06571398262299821,0.029645866774591318,2.0105084010001684,0.8635104718429351,0.5860247995321112,0.6716499960543494,0.27011230055792057,0.00114883961775077,0.5929173354918263,0.564643194514019,0.8635104718429351,0.7506184291898578,0.907312925170068,0.9481292517006803,0.04251700680272109,0.7421150278293135,0.890074211502783,0.6045918367346939,0.604282622139765,High
1992-05-01,362.25389198285535,23.718457290755662,20.06274415033179,24.755575959650486,1.1388365431263523,0.018615768265680704,1.137224686935548,1.1117618188398577,0.052384399334364756,0.015632326025177685,0.04226090708549111,-0.00016940515474461737,0.00010680092718876795,0.06547467899082834,0.02895738965924861,1.2795502618413674,0.7660405218998703,0.6248146949172613,0.6851765608419362,0.2531372075165894,0.0010680092718876794,0.5791477931849722,0.5330902046911498,0.7660405218998703,0.7929808286951144,0.9946660482374768,0.9237012987012987,0.008348794063079777,0.7321428571428571,0.8508812615955473,0.6049010513296228,0.6808132343846629,High
1992-06-01,361.8973050416423,25.507611952648304,20.223895726045388,23.917364787953588,1.1535280635641076,0.020797099422598567,0.9600754228114473,0.8460287321127804,0.051197507101245945,0.01100264854404632,0.039087501192109846,5.035194849778435e-05,8.505237249651195e-05,0.07048301160936589,0.02639361487364335,2.0529488254032002,0.7623717371277154,0.7110149529433749,0.6517439234679878,0.2611947863022694,0.0008505237249651195,0.527872297472867,0.5021932895003667,0.7623717371277154,0.8241341991341992,0.9361471861471862,0.9356833642547928,0.1314935064935065,0.8808750773036488,0.6966604823747681,0.48639455782312924,0.8702844774273346,Critical
1992-07-01,361.11369963132427,24.301533507887154,19.249096211574063,24.288283348258567,1.1042584981008037,0.020388433290760746,0.924103378720292,1.6048770184319385,0.04791574709069023,0.013581581589711053,0.035768919640344704,-1.2033238883435438e-05,9.317893117585719e-05,0.06729607193716988,0.030145434535480135,1.1979228980127397,0.8709820760245771,0.658212606022848,0.6459421050394007,0.21245481057870313,0.0009317893117585719,0.6029086907096027,0.47024579895147844,0.8709820760245771,0.7318336425479283,0.9725572047000618,0.8415275200989487,0.09608843537414966,0.7850958565244279,0.9161255411255411,0.4615027829313544,0.7570346320346321,High
1992-08-01,360.8919340932998,24.539312018614005,17.86143162133365,23.68338069123969,1.1541890175141203,0.020140813068321318,0.9617706569112469,1.480516603467144,0.047934414521769775,0.008485828607628764,0.03798568689917448,0.00015398431804847235,9.43643663650634e-05,0.06799628836334691,0.02898414259788946,1.929330679628654,0.6232851759641744,0.6514184286175344,0.6494115666943918,0.14307158106668255,0.000943643663650634,0.5796828519577892,0.43863645049444844,0.6232851759641744,0.8261440940012369,0.907622139764997,0.702612863327149,0.07683982683982683,0.8058132343846629,0.8530457637600495,0.4873995052566481,0.740182436611008,High
1992-09-01,361.89587837937256,24.04873943604743,18.679693671860747,23.764711477594126,1.119786451269053,0.02018710561573762,0.9841237321039179,2.2199888238906427,0.04982940751765104,0.006066797464527858,0.03693349895871606,0.00017896172122755516,0.00013895137109282203,0.06645209540307981,0.02836087848399247,0.6455961387455589,0.9005143001515109,0.6656638691041032,0.6313451306164524,0.18398468359303735,0.0013895137109282204,0.5672175696798494,0.40870712087830474,0.9005143001515109,0.7585034013605442,0.9179035250463822,0.7802257266542981,0.08078231292517007,0.7619047619047619,0.8147804576376005,0.503169449598021,0.7735003092145949,High
1992-10-01,364.9977623333195,24.014001935203396,17.913655893123785,24.25218552526932,1.1113267769020987,0.02011529847409331,0.925362585955335,1.7869243975070896,0.04448593500146205,0.009015588577917922,0.03731035447265246,0.0002708510804685371,0.00012757574870729353,0.06579218946902358,0.024765043715984557,0.6719596576733533,0.6361216819015303,0.6279527946420275,0.6219379029132627,0.14568279465618925,0.0012757574870729353,0.49530087431969116,0.37880460654597947,0.6361216819015303,0.743351886209029,0.9696969696969697,0.7063234384662956,0.07490723562152134,0.7582714904143476,0.6205163883735312,0.46227581941867657,0.6884662956091527,High
1992-11-01,368.98314756789347,21.828466538099587,18.009028777727387,24.561167962446746,1.1620067958530453,0.021177633794252703,0.4071556603806283,2.243487464121895,0.04706059840312613,0.010182433094146943,0.03295372696002177,0.00037724844906272814,7.85056268737858e-05,0.059158437673859116,0.027134704873365886,0.2072030080530729,0.570714487962538,0.618792168969176,0.6086004624877089,0.15045143888636936,0.000785056268737858,0.5426940974673177,0.3511747220471454,0.570714487962538,0.8429962894248608,0.9887909709338281,0.7145949288806431,0.161873840445269,0.5786951144094001,0.7380179344465059,0.11054421768707483,0.6679808286951144,High
1992-12-01,374.2683300355468,18.83317900335299,16.378933104820643,23.20617929850312,1.1161189632823774,0.021011723102966458,0.9302723235275907,3.0573120272894356,0.04476506880012266,0.010268377054237577,0.030850551186582472,0.0005034373193726349,0.00011024543696002925,0.050319991011700815,0.028254275415572704,1.3573092416257384,0.4795654564341009,0.5999455331487885,0.5837693287718354,0.06894665524103213,0.0011024543696002925,0.5650855083114541,0.3242912780577949,0.4795654564341009,0.7517006802721088,0.847247990105133,0.5886672850958565,0.14857761286332716,0.38705936920222633,0.8083642547928263,0.46637291280148424,0.6285559678416821,High
1993-01-01,379.49498649869,18.833230458749465,16.142610846868358,23.57105822348362,1.244698651295278,0.022130922255920976,1.1075126415884982,2.858436182532657,0.04387910670098441,0.007825271140164486,0.02881872120597103,0.0003588420085265387,0.00010885156208241225,0.04962708633520901,0.027095768671311644,0.5920378081702068,0.37656678930265364,0.5699461122103808,0.5634073511805252,0.0571305423434179,0.0010885156208241225,0.5419153734262329,0.29940467863833764,0.37656678930265364,0.9758812615955473,0.892547928262214,0.5729746444032159,0.23245207173778604,0.38713667285095854,0.7364718614718615,0.5852659245516388,0.5748299319727891,High
1993-02-01,383.7347448789431,18.503159179080065,16.517253056510533,23.46543527933496,1.168699192596807,0.020474883916887888,0.8713242945939133,3.0011627297690153,0.04324952906341196,0.0007318054737174018,0.027261560943684097,0.0004171484969666128,9.449607720627811e-05,0.04821861826694182,0.025751063262368742,0.9388540926819455,0.3895848434974591,0.522632829007651,0.5684312473214663,0.07586265282552666,0.0009449607720627811,0.5150212652473749,0.27887854997314954,0.3895848434974591,0.8572201607915894,0.8780921459492889,0.5988713667285096,0.10490105132962275,0.36703772418058134,0.6641929499072357,0.4270253555967842,0.4904143475572047,High
1993-03-01,387.3643433911574,16.997219707447925,15.539640172547118,22.266667455583953,1.2089729603384756,0.02249894803887012,0.5500381051879216,3.5214535651524295,0.04205495891085399,0.011868376258958608,0.02275158490351149,0.0002697522947263664,0.0001420020847987876,0.04387915407661637,0.025756419015613305,0.33333711191654464,0.15365115358790968,0.5418181920721339,0.5506346266172529,0.026982008627355912,0.001420020847987876,0.5151283803122662,0.25855227886749643,0.15365115358790968,0.9320500927643784,0.7619047619047619,0.5316944959802102,0.2553339517625232,0.2634508348794063,0.6645021645021645,0.19774273345701918,0.5216450216450217,High
1993-04-01,389.8172840341963,16.05447644731704,16.779966149108724,22.790356394240913,1.2354185828941917,0.02124586943563614,0.7579094757627121,3.4854705346804953,0.038154820892001645,0.011866916307252999,0.02343832610081318,0.0001847086642154938,0.00011813815976687,0.04118461932003169,0.02565149194297993,0.6227653978414989,0.09617945160008304,0.5252964290256767,0.5365447302130483,0.08899830745543617,0.0011813815976687,0.5130298388595986,0.24149215507914434,0.09617945160008304,0.9674551638837353,0.8048855905998763,0.620439084724799,0.16844465058750774,0.17725726654298082,0.6599412492269635,0.3494897959183674,0.49567099567099565,High
1993-05-01,391.81308424037167,13.213666216848083,16.453259639095684,23.17555181099966,1.2086897421068088,0.021571370365083803,0.9361260460231813,3.4669805437618266,0.03959285526742425,0.011075840067129052,0.021716025294695247,8.434510107169224e-05,0.00012440098294160267,0.03372441285993831,0.02411473226109436,0.18395888240272373,0.1569604697633719,0.5144143543570263,0.5232712343279784,0.0726629819547842,0.0012440098294160267,0.48229464522188725,0.22675583015950918,0.1569604697633719,0.9317408781694496,0.8435374149659864,0.594465058750773,0.1940321583178726,0.00471552257266543,0.5947742733457019,0.4700834879406308,0.47649969078540505,High
1993-06-01,392.7641749064366,14.705874611286514,15.19034991426937,22.708306293426677,1.092373233508581,0.02145464125467302,0.8483978829570566,4.239174043220156,0.04304680003191104,0.01457175595840442,0.02084943065523814,0.00026000828155980926,9.857773748319707e-05,0.03744199586123076,0.023561614096236427,0.46312466459525503,0.03591397329779583,0.49605889466628916,0.4996374439569255,0.009517495713468539,0.0009857773748319708,0.47123228192472855,0.21545006899616592,0.03591397329779583,0.7128169449598021,0.7965367965367965,0.5079622758194187,0.18320964749536178,0.05728200371057514,0.5705009276437848,0.41272418058132343,0.44372294372294374,Medium
1993-07-01,394.16296333097876,15.09684357222745,15.34301126919525,22.51453983026921,1.11800137649987,0.02231702746693637,0.8760120549632351,3.6635654013841545,0.03998036759535196,0.015494876853117172,0.0194086203060606,9.740554122683598e-05,7.805244364097653e-05,0.03830102007719743,0.020371799587156587,0.5280691214391902,0.256361225567869,0.5445010031242963,0.4967599045395345,0.017150563459762493,0.0007805244364097652,0.4074359917431317,0.20695037632609592,0.256361225567869,0.7557977736549165,0.7801484230055659,0.5170841063698206,0.2431199752628324,0.08542053184910328,0.4655225726654298,0.43004019789734077,0.5265924551638838,High
1993-08-01,396.5300777411524,16.027482416203153,15.219538672273595,22.049926365212443,1.2839184575879252,0.021414983570846827,0.37589380561585517,3.15992771193741,0.03712758855237569,0.01611126266215824,0.01590628327007015,0.0003423194776805971,9.531453015558832e-05,0.040419335924034495,0.022829831453945043,-0.14238503702457805,0.22142972240683367,0.3725546385773673,0.47877965450868537,0.01097693361367975,0.0009531453015558832,0.45659662907890086,0.20178105077311786,0.22142972240683367,0.9944341372912802,0.7429653679653679,0.509508348794063,0.18050401978973407,0.17439703153988867,0.5451453308596166,0.09647495361781076,0.23059678416821275,Medium
1993-09-01,399.52369258443014,15.366352226679298,14.180291655778015,21.341940753674532,1.2578592364518428,0.01990378321343288,0.19637308266017894,4.264563612702572,0.03908297827241484,0.017465885717016388,0.01573465338641492,0.00027001335879783817,0.0001119543770859921,0.03846167952463038,0.022329616550072123,0.02418542300128851,0.4667137107954249,0.48557059567333144,0.4651138043009003,0.0,0.001119543770859921,0.44659233100144247,0.20000505611427444,0.4667137107954249,0.9853896103896104,0.6995207173778603,0.44078540507111935,0.059369202226345084,0.10961657390228818,0.5296072974644404,0.044681508967223255,0.4292671614100185,Medium
